Ax,Ay,Az,Gx,Gy,Gz,Unnamed: 69
4.4402,-7.8589,7.9679,2.0046,-2.8964,-0.56139,0.0
3.5549,-12.108,4.7671,1.7196,-3.0045,-0.87232,0.0
1.9613,-12.776,2.1248,0.86132,-0.86804,-0.88667,0.0
-0.38137,-11.754,-4.304,1.3515,1.8353,-0.62003,0.0
1.3348,-8.6625,-0.85808,1.281,-0.85613,-0.25168,0.0
1.3212,-8.0632,2.2746,1.1594,-1.3937,-0.2138,0.0
2.7241,-7.75,3.7456,1.1613,-0.86804,-0.24374,0.0
1.8387,-9.0167,0.70826,1.3299,-0.99999,-0.59865,0.0
-0.10896,-10.365,-0.20431,1.3854,-1.0195,-0.75869,0.0
-0.83084,-10.188,-0.39499,1.31,-0.90897,-0.69883,0.0
0.57205,-9.1937,-0.6674,1.1209,-1.0602,-0.64782,0.0
0.57205,-9.1937,-0.6674,0.90591,-0.62583,-0.821,0.0
1.0896,-9.616,-0.28603,0.82131,-0.37232,-0.89828,0.0
-0.34051,-10.719,0.54481,0.75136,0.26725,-0.99021,0.0
-0.095342,-11.673,0.42223,0.87048,0.027184,-0.84238,0.0
1.0896,-12.395,-1.3348,0.8207,0.14752,-0.7477,0.0
1.866,-13.089,-2.2474,0.59284,0.29841,-0.74312,0.0
1.866,-13.184,-0.7355,0.18448,-0.014661,-0.67165,0.0
0.095342,-12.694,0.24517,-0.20922,-0.37599,-0.63255,0.0
-1.1305,-13.947,-1.8251,-0.58704,-0.16402,-0.49602,0.0
0.35413,-14.451,-3.6366,-0.62766,-0.029322,-0.01069,0.0
2.4789,-13.825,-3.8001,-1.5543,-0.047647,0.53848,0.0
1.0896,-12.885,-4.0861,-2.3515,0.38179,0.55589,0.0
1.8932,-12.667,-3.5413,-3.127,0.16768,0.73243,0.0
4.3313,-13.157,0.96704,-3.1881,0.32895,0.9499,0.0
7.2596,-13.825,4.5492,-2.8057,0.59895,0.88087,0.0
8.4174,-13.525,4.5492,-2.1725,-0.20708,0.80756,0.0
3.7184,-11.332,-1.2258,-1.8708,-0.51557,0.87018,0.0
2.0839,-11.087,-2.1656,-1.7959,-0.58368,1.1396,0.0
0.5993,-12.19,-1.5936,-1.7083,-0.81337,1.2526,0.0
-1.3076,-12.408,2.0839,-0.92149,-0.86621,1.5867,0.0
-0.25879,-10.924,0.9398,-0.56536,-0.2474,1.7636,0.0
1.185,-9.9156,1.5391,-1.1005,1.2394,1.4991,0.0
3.5413,-7.8453,1.757,-1.3295,1.7205,1.3552,0.0
2.5879,-7.0826,2.8603,-1.3998,2.3466,1.4884,0.0
2.2746,-5.2983,2.2065,-1.4401,2.4682,1.2709,0.0
3.3778,-3.9499,2.0022,-1.1093,2.0953,0.77183,0.0
3.9363,-3.7728,1.9477,-0.6634,1.9251,0.55283,0.0
4.7535,-3.6775,1.7706,-0.12217,1.7584,0.48594,0.0
4.8625,-2.833,0.89894,0.45754,1.4872,0.36957,0.0
4.9306,-2.9011,0.54481,1.1741,1.0675,0.2022,0.0
4.9169,-3.2553,0.068102,1.9099,0.5226,-0.1182,0.0
5.6116,-6.1155,-2.3427,2.6292,-0.20372,-0.58246,0.0
2.8194,-11.795,-7.6274,2.9254,-0.78405,-0.98044,0.0
-3.0373,-19.123,-18.061,0.72082,-0.095906,-0.36957,0.0
-3.2553,-19.572,-11.931,-1.4755,2.0546,0.15272,0.0
-1.7025,-15.282,-7.0145,-1.4847,1.0168,0.34606,0.0
5.203,-5.598,-2.7922,-0.90988,0.023824,0.052534,0.0
6.2517,-6.6467,1.2258,0.13256,-0.67042,-0.49969,0.0
7.4776,-13.416,4.7535,1.2898,-1.3717,-0.82222,0.0
4.3177,-16.453,-2.6015,1.2004,-1.6109,-0.72601,0.0
-2.438,-11.196,-0.64016,-0.12859,-1.2617,0.10293,0.0
3.0373,-2.3291,5.8976,1.1796,-1.7853,0.84025,0.0
5.6116,-3.8001,-1.5663,2.0452,-1.5629,0.32803,0.0
5.4209,-9.3436,2.2337,1.6054,-2.1502,-0.76877,0.0
4.1542,-10.569,7.1643,1.9893,-2.4261,-0.97464,0.0
1.6072,-11.632,4.6445,1.7049,-1.6759,-1.0553,0.0
-0.83084,-12.871,0.57205,1.1209,-0.36499,-0.80543,0.0
-1.866,-10.964,-3.6366,1.102,0.23732,-0.50213,0.0
1.7979,-8.2539,0.054481,1.1011,-0.22113,-0.16096,0.0
2.9965,-7.4503,2.2201,0.99724,-0.89034,-0.22327,0.0
3.2008,-8.0905,2.6151,1.1258,-0.45326,-0.50366,0.0
1.4301,-9.9292,0.69464,1.2639,-0.37507,-0.68631,0.0
1.4301,-9.9292,0.69464,1.2321,-0.86376,-0.77733,0.0
-0.89894,-9.8203,-0.99429,1.084,-0.97677,-0.64171,0.0
-0.34051,-9.3708,-1.1032,0.85888,-0.99449,-0.54336,0.0
1.2395,-9.3572,-0.44947,0.76969,-0.85857,-0.54642,0.0
1.471,-10.106,0.28603,0.6973,-0.38362,-0.78252,0.0
0.77636,-10.365,0.70826,0.7199,-0.03146,-0.89247,0.0
0.32689,-11.155,0.25879,0.81978,0.043677,-0.94073,0.0
0.83084,-11.904,-1.4574,0.78741,0.087965,-0.9499,0.0
0.50395,-12.149,-2.4244,0.67531,0.19609,-0.94745,0.0
0.76274,-12.422,-1.6617,0.21502,-0.34453,-0.58215,0.0
1.2395,-12.163,-0.5993,-0.24984,-0.58032,-0.5174,0.0
-1.58,-13.648,-2.3836,-0.63102,-0.15944,-0.44563,0.0
-2.4244,-14.942,-3.9908,-0.85491,0.11545,-0.025962,0.0
-0.29965,-13.934,-3.1599,-1.5944,0.13103,0.50916,0.0
0.14982,-12.64,-3.2689,-2.8323,0.83291,0.68753,0.0
1.7025,-12.749,-2.9011,-3.1096,0.80146,0.88453,0.0
6.17,-13.157,3.5413,-3.2571,0.59315,1.3418,0.0
8.717,-14.315,4.9033,-2.4841,0.40653,1.3381,0.0
8.322,-14.451,3.4459,-1.7709,-0.26053,1.3436,0.0
5.4481,-13.375,-0.027241,-1.6582,-0.31826,1.5143,0.0
1.975,-12.64,-1.8932,-1.5705,-0.46548,1.7535,0.0
1.1986,-14.165,-1.0079,-0.61728,-2.3439,1.8628,0.0
-1.6072,-12.177,-1.0215,0.37904,-0.51221,2.2019,0.0
0.27241,-10.964,1.1169,-1.3888,2.2825,1.7816,0.0
1.7979,-10.147,3.0373,-1.7462,2.9034,1.4875,0.0
4.1814,-6.3471,3.4459,-2.0794,2.857,1.2379,0.0
3.9635,-4.7263,2.8058,-1.7608,2.6182,0.97922,0.0
3.623,-4.1406,2.3972,-1.5317,2.5629,0.68692,0.0
4.5083,-3.0782,2.0975,-1.2065,2.2764,0.42761,0.0
4.9442,-3.1872,2.0839,-0.75686,2.0275,0.22541,0.0
4.8352,-3.3642,1.6753,-0.2135,1.7333,0.11484,0.0
4.4947,-2.438,0.96704,0.79229,1.1606,-0.0027489,0.0
4.5628,-2.7104,-0.10896,1.7116,0.66523,-0.13317,0.0
4.6854,-3.3506,-0.91256,2.1279,0.41478,-0.24679,0.0
6.0747,-7.4231,-4.9033,3.2425,-0.77855,-0.9163,0.0
0.9398,-16.453,-12.286,3.1508,-1.1258,-1.127,0.0
-2.5061,-19.205,-18.061,1.1051,-1.3708,-0.40378,0.0
0.54481,-13.906,-5.4073,-2.6289,2.7739,0.43738,0.0
2.4244,-5.9112,-2.547,-1.4404,0.47586,0.24099,0.0
5.9793,0.21793,-1.4846,-0.2303,-0.83475,-0.45235,0.0
8.3765,-14.669,6.674,0.49755,-1.1845,-0.86621,0.0
7.0553,-18.987,5.8159,1.5281,-1.4346,-1.3949,0.0
2.1248,-18.129,0.47671,0.05681,-1.6194,0.020464,0.0
-1.4574,-3.8682,7.5048,0.80695,-1.9783,0.99938,0.0
2.3563,-2.1929,4.699,2.0345,-2.043,0.98624,0.0
4.3585,-4.4811,-2.3699,2.0036,-2.0302,0.20311,0.0
4.7671,-10.12,6.5241,1.701,-2.5858,-1.2193,0.0
4.4811,-11.032,5.7342,1.6359,-2.2202,-1.3311,0.0
2.0567,-13.198,3.3097,1.2819,-0.70524,-0.94959,0.0
-1.0624,-10.992,-3.3778,1.4679,0.967,-0.65729,0.0
0.027241,-8.7715,-1.6072,1.2813,-0.026573,-0.30665,0.0
1.6617,-7.5048,2.3155,1.1658,-1.055,-0.23274,0.0
1.7298,-7.5729,3.7456,1.2333,-0.43616,-0.23457,0.0
2.0703,-9.4117,2.0294,1.5861,-0.75656,-0.4945,0.0
1.362,-10.256,-0.095342,1.6023,-1.058,-0.72754,0.0
-0.24517,-10.569,-1.2122,1.1643,-1.0299,-0.68722,0.0
0.25879,-9.3299,-2.0294,0.96853,-0.87751,-0.64049,0.0
0.7355,-9.2074,-1.4165,0.90042,-1.1258,-0.58032,0.0
1.1577,-9.5342,0.46309,0.56658,-0.31032,-0.78649,0.0
0.21793,-10.883,1.4982,0.70188,0.037568,-0.83078,0.0
0.50395,-11.319,1.362,0.80481,0.099266,-0.85643,0.0
1.3348,-11.863,0.20431,0.80054,0.28039,-0.86834,0.0
0.81722,-12.463,-3.1872,0.72815,0.51221,-0.94623,0.0
0.47671,-12.558,-1.9886,0.19792,-0.27306,-0.60934,0.0
1.076,-12.354,-0.51757,-0.078802,-0.6017,-0.48808,0.0
-1.4165,-13.62,-2.3155,-0.91447,0.0064141,-0.34056,0.0
-1.5119,-15.187,-3.8273,-1.0406,0.32345,-0.17074,0.0
-0.58567,-15.609,-4.0725,-1.9218,0.30238,0.56444,0.0
1.0624,-12.912,-3.0237,-2.744,0.56627,0.75595,0.0
2.8603,-13.103,-2.1656,-3.2742,0.34789,1.0791,0.0
6.9328,-14.547,3.7728,-3.1835,0.34514,1.1161,0.0
8.9758,-14.22,4.4402,-2.255,0.0045815,0.88637,0.0
7.8998,-13.348,2.8739,-1.7776,-0.65912,1.0296,0.0
4.5356,-11.877,-1.3484,-1.8647,-0.57177,1.2422,0.0
1.8932,-12.095,-1.8387,-1.7593,-0.66187,1.4548,0.0
0.96704,-12.98,-0.85808,-1.2975,-1.7272,1.4688,0.0
-1.3484,-12.286,2.0839,-0.56841,-1.0727,1.6426,0.0
0.9398,-10.202,1.58,-1.1176,0.81978,1.6264,0.0
2.5061,-9.507,2.4244,-1.5305,1.7303,1.335,0.0
3.4459,-7.641,2.942,-1.6649,1.9875,1.2654,0.0
2.4789,-5.7342,2.7649,-1.781,2.8143,1.2016,0.0
2.8194,-4.2768,2.4108,-1.6377,2.4474,0.82497,0.0
3.6639,-3.3097,2.3972,-1.2944,2.3198,0.52015,0.0
4.7126,-2.0703,2.5061,-0.7419,1.9795,0.31185,0.0
4.6037,-1.7843,2.1248,-0.049175,1.5837,0.20892,0.0
4.5083,-1.9341,1.2395,0.68967,1.1774,0.17257,0.0
4.3449,-3.0646,-0.19068,1.5125,0.86773,0.026267,0.0
4.9987,-4.3449,-1.4982,2.8442,0.091324,-0.52443,0.0
5.9521,-6.8102,-8.3493,3.1979,-0.37477,-0.7984,0.0
-1.0079,-18.347,-14.778,3.2654,-0.96272,-1.0907,0.0
-3.8818,-19.45,-18.878,1.4911,-1.0522,-0.45662,0.0
-1.9886,-19.545,-11.741,-2.5381,2.4126,0.38485,0.0
2.6151,-3.9771,-1.1986,-1.6072,0.72204,0.46487,0.0
6.8647,-1.9341,-2.0839,-0.59682,-0.25595,-0.096211,0.0
7.3822,-16.113,6.2109,0.71319,-0.91324,-0.76786,0.0
6.5105,-19.164,4.8625,1.3509,-1.4053,-0.72479,0.0
-1.0896,-14.71,-1.1032,-0.086132,-1.4068,0.25779,0.0
-2.547,-8.2812,3.6775,0.24068,-1.3439,0.69119,0.0
4.0316,-3.3506,6.0202,1.4102,-2.0159,0.81153,0.0
6.2517,-5.5435,-0.47671,1.2981,-1.2807,-0.23366,0.0
4.5083,-8.0224,6.4424,1.974,-2.6515,-0.84574,0.0
3.732,-11.387,5.0668,2.0354,-2.4364,-1.0864,0.0
2.3427,-13.593,3.7592,1.0226,-1.1808,-0.93401,0.0
0.8036,-10.283,-5.0395,1.2792,1.507,-0.62492,0.0
2.152,-8.8805,-2.3155,1.4951,-0.29383,-0.23213,0.0
1.975,-8.1313,1.3484,1.3845,-1.5519,-0.16127,0.0
2.6696,-7.7091,3.1599,1.3638,-0.78466,-0.36652,0.0
2.0703,-9.1529,1.4574,1.4184,-0.93615,-0.63408,0.0
0.77636,-10.311,-0.12258,1.4175,-1.1661,-0.72113,0.0
-1.1713,-10.065,-1.6344,1.175,-0.82314,-0.67012,0.0
-0.77636,-9.902,-1.7979,0.9783,-0.9954,-0.55497,0.0
0.57205,-9.4253,-0.9398,0.91111,-1.0186,-0.5452,0.0
1.2258,-9.221,-0.47671,0.85063,-0.83872,-0.6295,0.0
0.49033,-9.7113,1.1713,0.6918,0.1631,-0.90591,0.0
-0.068102,-11.169,1.1169,0.85002,0.12126,-0.89706,0.0
0.8036,-11.645,0.054481,0.82772,0.17257,-0.79535,0.0
1.9341,-12.272,-1.58,0.63774,0.3207,-0.71471,0.0
2.4789,-12.926,-1.2667,0.29627,0.031154,-0.58735,0.0
1.1713,-12.503,-0.38137,-0.13408,-0.44593,-0.51679,0.0
-1.0215,-13.961,-2.3427,-0.55528,-0.15821,-0.36224,0.0
-1.3212,-14.86,-3.7184,-0.84086,-0.050091,0.024129,0.0
-0.068102,-14.41,-3.0373,-1.5397,-0.086743,0.41447,0.0
0.68102,-13.92,-3.0373,-1.8546,0.21961,0.5006,0.0
1.9886,-12.612,-3.2825,-2.9499,0.55741,0.7364,0.0
4.2087,-13.321,0.28603,-3.2202,0.46792,0.96731,0.0
6.1836,-13.852,3.6094,-2.828,0.4047,0.93646,0.0
7.7227,-13.198,3.4187,-2.2043,-0.23366,0.91049,0.0
5.6388,-11.945,1.4438,-1.6893,-0.52931,1.0263,0.0
1.9886,-10.951,-2.6287,-1.5916,-0.31704,1.1518,0.0
0.24517,-12.04,-1.3076,-1.5168,-0.87354,1.5006,0.0
-1.7706,-12.095,2.7922,-1.2706,-1.2129,1.6102,0.0
-2.5061,-11.727,1.1986,-0.18509,-0.20036,1.9896,0.0
1.4438,-9.4389,1.9613,-1.1857,1.9572,1.5501,0.0
3.0237,-8.1586,2.8194,-1.5601,2.0757,1.3378,0.0
3.6094,-7.5457,2.6015,-1.5232,2.5837,1.4865,0.0
2.7377,-5.9657,2.1929,-1.445,2.5943,1.2654,0.0
2.5061,-5.2302,2.1793,-1.4047,2.3897,0.88148,0.0
4.3177,-4.2087,2.1248,-0.84025,2.1582,0.66645,0.0
4.9306,-3.9363,1.7298,-0.25351,1.9529,0.5849,0.0
5.094,-3.0646,1.2531,0.033292,1.8867,0.5846,0.0
5.1213,-2.9692,0.89894,1.1445,1.1423,0.36896,0.0
5.4481,-3.6639,0.1362,1.8283,0.49877,0.11851,0.0
6.2245,-5.0668,-0.7355,2.5027,-0.28314,-0.35827,0.0
3.8001,-11.577,-6.851,2.916,-0.90713,-0.98502,0.0
-0.6674,-17.584,-14.574,1.4905,-0.31582,-0.69425,0.0
-6.4016,-19.545,-15.609,-0.11637,0.65454,-0.32254,0.0
-1.7162,-15.05,-5.5299,-1.9303,1.8473,0.4331,0.0
1.7706,-4.1542,-2.9556,-1.6218,0.98991,0.44807,0.0
4.413,-1.7434,-2.2474,-0.29658,-0.76602,-0.1237,0.0
8.5672,-9.1393,6.5241,1.2504,-1.9713,-0.72907,0.0
10.311,-17.121,7.927,1.8027,-1.6741,-1.0718,0.0
-3.5822,-15.187,-4.1814,0.97586,-1.3076,-0.60048,0.0
-2.9011,-6.3335,4.5764,0.52534,-1.1481,0.81673,0.0
-0.50395,-3.8409,4.6718,1.5085,-1.6506,0.90194,0.0
4.7944,-3.8273,-0.17706,1.5992,-1.9132,0.63499,0.0
6.6467,-8.6489,6.96,1.5876,-2.4493,-0.36927,0.0
5.8023,-10.774,6.17,2.0803,-2.9755,-1.1991,0.0
2.9556,-12.79,4.0452,1.5159,-1.4404,-1.0712,0.0
-1.2531,-11.278,-2.4925,1.5577,0.99205,-0.74587,0.0
-0.85808,-9.7522,-2.8603,1.5824,0.067806,-0.52412,0.0
0.46309,-7.7364,2.3291,1.171,-1.2055,-0.28069,0.0
3.4187,-7.2869,5.8159,1.2407,-0.62003,-0.37324,0.0
2.9965,-8.4582,4.0589,1.489,-1.069,-0.5507,0.0
1.3757,-10.869,-0.19068,1.2028,-1.0577,-0.75014,0.0
-0.68102,-10.011,-2.2746,0.99815,-1.1585,-0.7367,0.0
-0.6674,-9.8066,-1.866,0.75747,-1.3772,-0.61209,0.0
-0.6674,-9.8339,-0.50395,0.69608,-1.0977,-0.57269,0.0
0.43585,-10.038,1.6481,0.58338,-0.47922,-0.70372,0.0
0.12258,-10.569,1.4165,0.75931,-0.19456,-0.71654,0.0
1.1713,-11.21,-0.01362,0.81642,-0.013439,-0.74648,0.0
2.0158,-11.863,-2.0567,0.82803,0.068111,-0.78741,0.0
1.5391,-12.231,-2.5879,0.70188,0.24771,-0.86468,0.0
0.39499,-13.13,-1.2531,0.29658,-0.12798,-0.64599,0.0
0.5993,-13.007,-1.1032,-0.21716,-0.59376,-0.43341,0.0
-0.92618,-12.844,-1.3484,-0.72479,-0.29841,-0.44776,0.0
-2.0567,-14.928,-4.413,-0.96059,0.24251,-0.20831,0.0
-0.54481,-14.547,-3.8273,-2.0543,0.22571,0.4331,0.0
0.1362,-13.893,-3.0646,-2.4697,0.45571,0.55894,0.0
4.2495,-13.661,-1.6344,-3.1313,0.52229,0.8937,0.0
6.0066,-13.893,1.8932,-3.0934,0.55314,1.1582,0.0
7.9679,-14.247,4.2495,-2.9276,0.49114,1.0263,0.0
6.9464,-13.321,1.5936,-1.9157,-0.64049,1.0021,0.0
4.2768,-12.095,-1.0488,-1.847,-0.72143,1.1628,0.0
2.3427,-11.4,-2.2065,-1.7813,-0.50457,1.4499,0.0
0.6674,-12.83,0.29965,-1.4532,-1.1936,1.5296,0.0
-1.5391,-12.449,1.6889,-0.26695,-0.3598,1.8625,0.0
0.64016,-9.9701,1.5936,-0.71716,0.39615,1.8622,0.0
2.3018,-8.6081,2.7104,-1.4529,1.9774,1.4853,0.0
2.2474,-7.6138,3.732,-1.8341,2.3763,1.2963,0.0
2.6287,-6.9872,3.2416,-1.7205,2.875,1.263,0.0
3.0237,-4.9306,2.3699,-1.6368,2.5995,0.97402,0.0
3.8273,-3.6503,2.6696,-1.3451,2.5024,0.6918,0.0
4.9987,-2.9965,2.6423,-0.93676,2.1835,0.50183,0.0
4.9442,-2.438,2.3699,-0.27672,1.7135,0.40073,0.0
5.2575,-2.1929,0.8036,0.48747,1.5259,0.39554,0.0
5.2847,-2.6696,-0.12258,1.7648,0.81948,0.11454,0.0
5.4754,-3.8273,-1.3893,2.2355,0.53573,-0.065668,0.0
5.6388,-6.0202,-3.2144,3.2318,-0.70127,-0.76755,0.0
0.47671,-16.753,-13.321,3.0583,-1.288,-0.95723,0.0
-1.3076,-19.246,-18.673,0.81703,-0.74862,-0.53329,0.0
-0.8036,-16.835,-7.8998,-2.1961,2.5867,0.13256,0.0
1.8932,-6.3335,-2.6832,-1.9539,1.1319,0.27245,0.0
5.2847,-1.866,0.21793,-1.0602,-0.31979,0.062919,0.0
8.6217,-14.86,6.0611,1.084,-1.7138,-0.94959,0.0
8.1041,-19.014,3.9363,1.0858,-1.6735,-0.81062,0.0
8.1041,-14.124,-1.185,-0.16341,-1.6677,0.1854,0.0
-0.095342,-2.8194,7.246,1.1952,-1.9325,0.89125,0.0
3.2825,-2.6696,2.2201,1.9612,-1.9645,0.76419,0.0
4.7944,-8.2948,5.3392,1.8466,-1.9548,-0.18845,0.0
4.2904,-10.065,8.3084,2.0556,-3.207,-1.1154,0.0
4.1542,-11.605,4.0316,2.076,-2.686,-1.1994,0.0
-0.027241,-12.926,0.47671,1.4462,-1.1365,-0.98899,0.0
-1.8115,-10.992,-3.2553,1.4716,0.74617,-0.51099,0.0
-0.65378,-10.093,-1.9477,1.5168,-0.92852,-0.076664,0.0
2.3427,-7.3141,2.9692,1.4013,-1.6209,-0.07086,0.0
2.6696,-7.5048,3.909,1.339,-0.59895,-0.28314,0.0
3.6775,-8.0224,4.1133,1.4435,-0.41294,-0.64416,0.0
0.28603,-10.774,-0.40861,1.2428,-0.95539,-0.69211,0.0
-0.1362,-9.9429,-1.7979,1.1628,-1.0382,-0.6524,0.0
0.19068,-9.507,-2.0567,0.89278,-1.2013,-0.61209,0.0
1.2803,-9.3299,0.054481,0.68509,-1.0015,-0.6857,0.0
0.44947,-9.902,1.2531,0.59865,-0.29596,-0.82833,0.0
0.12258,-10.27,1.5391,0.79015,-0.10171,-0.87354,0.0
1.2258,-11.169,-0.24517,0.83689,-0.082772,-0.8433,0.0
1.7706,-11.332,-1.9068,0.81886,0.23885,-0.90561,0.0
1.0351,-12.013,-1.7298,0.72082,0.39798,-0.95234,0.0
1.1169,-12.653,-0.35413,0.37935,-0.0036652,-0.7535,0.0
1.0488,-12.0,-0.55843,-0.23793,-0.6802,-0.42944,0.0
-0.25879,-12.313,-1.3212,-0.47861,-0.49114,-0.41569,0.0
-1.185,-16.276,-3.228,-1.1154,0.31429,-0.067806,0.0
0.38137,-15.473,-3.1463,-1.7529,0.052534,0.50793,0.0
0.7355,-14.601,-2.7786,-2.5531,0.33934,0.79077,0.0
4.2223,-13.92,-2.0294,-3.1551,0.47739,0.96731,0.0
5.3392,-13.825,0.43585,-3.2263,0.29199,1.1063,0.0
8.2539,-13.539,4.4539,-2.6936,0.31124,0.79535,0.0
6.2381,-12.19,1.471,-1.8515,-0.67959,0.82986,0.0
3.337,-11.196,-1.2803,-1.8427,-0.66737,0.96761,0.0
0.92618,-10.992,-2.0567,-1.8198,-0.48594,1.2917,0.0
0.38137,-12.313,-0.68102,-1.5721,-1.0192,1.2987,0.0
-1.6344,-12.217,1.4165,-0.91508,-0.74464,1.5094,0.0
-0.61292,-10.678,0.47671,-1.0455,0.68111,1.6197,0.0
3.0646,-9.2891,2.1248,-1.3686,1.6649,1.3815,0.0
2.9011,-9.221,2.7513,-1.3567,2.1799,1.5171,0.0
3.2144,-7.3141,2.7377,-1.3732,2.3867,1.529,0.0
2.6696,-5.6661,2.3972,-1.5809,2.5745,1.237,0.0
3.4732,-3.9771,2.2746,-1.2825,2.3543,0.79718,0.0
4.0316,-3.8001,2.3427,-0.81031,2.0635,0.64171,0.0
4.6037,-3.3915,1.7706,-0.2529,1.8466,0.56047,0.0
4.522,-3.4459,1.2258,0.37446,1.58,0.47281,0.0
4.5628,-2.9284,0.64016,1.0037,1.2944,0.37996,0.0
4.7671,-3.2008,-0.054481,1.74,0.80695,0.13256,0.0
5.1349,-5.4754,-1.9886,2.7318,-0.16768,-0.46853,0.0
2.1248,-13.634,-10.106,2.9089,-0.53787,-0.6243,0.0
-1.8387,-18.714,-17.284,2.2138,-0.59193,-0.76328,0.0
-4.9714,-19.382,-18.265,-1.3091,2.3033,0.24709,0.0
-0.89894,-10.338,-6.3062,-1.7788,0.98533,0.49908,0.0
2.152,-3.4732,-3.6094,-1.1829,0.11148,0.38729,0.0
4.9578,-4.9033,1.2803,-0.10171,-0.14478,-0.05284,0.0
6.2654,-9.0303,7.6683,1.8851,-2.1194,-0.8042,0.0
7.246,-19.286,6.2109,2.0739,-2.1307,-0.8656,0.0
-2.5606,-14.805,-4.4675,1.2816,-1.8809,-0.35583,0.0
-2.0294,-8.0224,0.8717,-0.14019,-1.0421,0.56169,0.0
2.1793,-3.1599,1.5391,0.81886,-1.7721,0.85521,0.0
7.7091,-3.909,2.5334,1.2654,-1.3457,-0.016188,0.0
5.7069,-6.5922,8.1995,2.1197,-3.1374,-0.68111,0.0
3.2553,-13.062,6.6467,2.2868,-2.912,-1.1161,0.0
1.7162,-13.879,4.522,1.0366,-0.15211,-0.81612,0.0
-2.0294,-13.253,-4.8761,0.94195,0.5846,-0.68845,0.0
0.23155,-9.1529,-1.7979,1.5583,-0.2923,-0.34483,0.0
1.4438,-7.7227,2.2065,1.3018,-1.0021,-0.11606,0.0
3.3778,-7.6002,4.4811,1.2504,-0.35583,-0.39187,0.0
2.9556,-8.8941,2.3155,1.5834,-0.94684,-0.70158,0.0
0.47671,-10.624,-0.74912,1.3268,-1.1225,-0.82436,0.0
-0.31327,-9.9292,-1.5391,1.1035,-1.1322,-0.71471,0.0
0.095342,-9.5887,-1.4438,0.91538,-1.314,-0.58796,0.0
1.4029,-9.0575,-0.44947,0.77061,-1.0091,-0.71105,0.0
0.51757,-9.8066,1.1986,0.6857,-0.56749,-0.81795,0.0
-0.44947,-10.283,1.4574,0.89003,-0.20892,-0.84269,0.0
0.61292,-11.373,0.17706,0.92913,-0.21411,-0.81978,0.0
1.3484,-11.795,-1.2939,0.90286,0.1014,-0.90652,0.0
1.076,-12.463,-1.2531,0.6634,0.25779,-0.98227,0.0
1.7434,-12.803,-0.7355,0.37415,-0.1014,-0.75289,0.0
0.21793,-12.258,-0.42223,0.038485,-0.6017,-0.54184,0.0
-0.92618,-13.988,-2.6968,-0.35766,-0.45021,-0.44532,0.0
-0.99429,-14.56,-3.5413,-0.70891,-0.24129,0.11026,0.0
1.1577,-14.547,-3.228,-1.4746,-0.13011,0.43402,0.0
0.64016,-14.152,-3.4323,-2.3243,0.35888,0.53145,0.0
1.5391,-12.898,-2.4108,-3.1356,0.24709,0.74464,0.0
4.2223,-13.92,0.8717,-3.1991,-0.062308,1.1093,0.0
7.7091,-14.506,4.7126,-2.7892,0.19487,1.0821,0.0
8.4038,-12.912,3.6366,-2.0782,-0.12004,0.93585,0.0
5.3664,-11.782,0.47671,-1.8051,-0.37782,0.98899,0.0
1.7025,-11.087,-2.3563,-2.0097,-0.26634,1.0763,0.0
0.44947,-12.612,-1.3212,-1.8827,-0.46853,1.2223,0.0
-0.10896,-12.599,-0.44947,-1.5806,-1.1515,1.2956,0.0
-0.095342,-10.692,1.0896,-1.0327,0.77427,1.4575,0.0
1.9341,-9.7794,1.7706,-1.2752,1.357,1.2984,0.0
2.7377,-8.7987,2.7649,-1.4566,1.554,1.2743,0.0
2.8739,-6.9464,2.6423,-1.2636,2.0137,1.4661,0.0
2.6423,-6.4424,2.1384,-1.4361,2.292,1.2104,0.0
2.6151,-5.4073,2.1248,-1.408,2.427,0.92913,0.0
3.2553,-4.3177,2.2474,-1.0452,2.3335,0.72876,0.0
3.9227,-3.8682,1.9886,-0.48197,2.175,0.62675,0.0
4.0861,-3.5277,1.3757,0.11393,1.9371,0.57818,0.0
4.3449,-3.4868,0.92618,0.67104,1.5708,0.44776,0.0
4.7807,-3.7047,-0.57205,1.3873,1.0962,0.19212,0.0
5.0531,-4.3858,-1.5255,2.2126,0.3769,-0.20556,0.0
5.203,-7.6274,-4.985,2.9212,-0.97708,-0.85368,0.0
2.5742,-16.971,-16.794,2.241,-1.0678,-0.88239,0.0
-3.0918,-19.436,-18.006,1.0708,-0.45754,-0.70555,0.0
-3.0373,-19.559,-12.735,-1.3558,2.1738,-0.13256,0.0
1.6617,-6.5378,-3.3778,-1.5721,1.0797,0.36896,0.0
5.2302,-2.9556,-2.6968,-0.86529,0.28436,0.081551,0.0
4.8352,-6.6059,1.8387,0.32773,-0.62339,-0.37202,0.0
6.7285,-11.114,6.8102,1.3644,-1.3833,-0.7871,0.0
1.9341,-14.955,0.54481,1.018,-1.7779,-0.42822,0.0
-1.185,-8.6217,2.9556,0.61423,-1.5953,0.65546,0.0
0.38137,-4.699,4.8625,1.0519,-1.8185,0.71838,0.0
6.2654,-5.6252,-0.76274,1.434,-1.2941,-0.078496,0.0
4.9306,-8.1586,7.8045,1.8537,-2.7697,-0.83872,0.0
4.304,-10.624,8.6081,2.2703,-2.8161,-1.0889,0.0
